file,ID,hue,distance,r,g,b
s103.jpg,2,94.31698419,9.666666667,103.3809524,136.9761905,78.23809524
s108.jpg,2,88.08635918,8.724817991,68.26404494,81.66292135,53.03932584
s112.jpg,2,86.4440513,8.628441342,56.87288136,68.13276836,42.58474576
s119.jpg,2,93.14179796,10.8,121.5,154.6111111,94.66666667
s124.jpg,2,87.47327249,7.540031234,71.14492754,83.86956522,56.07971014
s129.jpg,2,91.19165294,5.911691542,47.43023256,58.4379845,37.26356589
s133.jpg,2,97.18226601,7.6,135.4444444,170.3888889,114
s138.jpg,2,102.7148014,8.8,123.2222222,178,101.0555556
s142.jpg,2,96.59311562,5.160683391,72.83707865,111.6573034,48.00561798
s147.jpg,2,88.55543113,7.302610834,64.33944954,77.98623853,49.31192661
s151.jpg,2,94.08360129,8.8,163.7222222,193.1666667,141.3333333
s156.jpg,2,81.2179852,5.130398391,42.05517241,48.48275862,30.30689655
s160.jpg,2,81.33516484,8.132172613,56.9841629,65.76923077,41.06334842
s168.jpg,2,95.28639183,9.43289944,108.547619,146.9285714,81.66666667
s172.jpg,2,85.50437318,7.386217775,66.72463768,77.28985507,52.43478261
s2.jpg,2,84.40191388,8.409518417,134.4444444,148.6111111,113.7777778
s24.jpg,2,89.46303502,6.687965975,70.99484536,87.25773196,54.13917526
s29.jpg,2,93.30312642,8.045787337,114.547619,143.7142857,91.16666667
s33.jpg,2,82.40991567,6.589285631,58.31007752,69.63953488,39.30620155
s38.jpg,2,84.52959831,9.190877119,70.26811594,81.47826087,54.05797101
s43.jpg,2,84.74708171,10.5,128.2777778,145.9444444,103.1111111
s48.jpg,2,108.1468531,9.208691547,126.7777778,152.2777778,120.5
s52.jpg,2,85.27749748,7.714285714,122.9761905,142.8571429,95.66666667
s57.jpg,2,88.21192053,7.610519036,84.7,98.9,68.7
s61.jpg,2,92.09171736,8.209750301,87.9,100.6,76.85555556
s67.jpg,2,109.0625,11.66666667,90.92857143,117.0952381,85.0952381
s71.jpg,2,98.63822806,12.00462874,125.547619,144.2380952,115.2142857
s76.jpg,2,97.50591949,9.357112565,101.3809524,120.2380952,90.07142857
s81.jpg,2,106.941896,4.444444444,44.62162162,65.36486486,38.85135135
s87.jpg,2,97.11302211,7.555555556,85,112.2162162,68.21621622
s91.jpg,2,86.06687403,8.33708249,56.51807229,67.73694779,41.91365462
s96.jpg,2,98.85974914,8.836288814,134.7222222,166.2777778,117.5555556
d100.jpg,3,73.43887147,4.004996879,109.1222222,125,54.11111111
d101.jpg,3,86.71994188,6.292204442,107.9047619,137.0952381,71.54761905
d100.jpg,3,73.43887147,4.004996879,109.1222222,125,54.11111111
d105.jpg,3,68.73609707,5.374838499,83.52702703,87.41891892,60.68918919
d11.jpg,3,64.43211679,5.669117117,64.60144928,66.43478261,41.61594203
d114.jpg,3,76.90830533,8.729166461,103.0789474,123.6754386,50.5877193
d119.jpg,3,66.97533971,4.378761665,75.26315789,79.31578947,44.45614035
d123.jpg,3,67.11961722,4.31707298,54.36335404,56.67391304,37.20186335
d128.jpg,3,69.84333432,4.545454545,80.02631579,84.89473684,55.21929825
d132.jpg,3,71.96768402,3.822508371,38.99095023,41.50452489,28.90271493
d137.jpg,3,67.08377239,3.395760729,25.41073326,26.83953241,14.73751328
d141.jpg,3,66.32148377,2.828427125,61.70618557,63.81443299,43.80412371
d146.jpg,3,73.19267576,3.690220662,65.02795031,74.09006211,32.8757764
d150.jpg,3,68.07997881,4.650602023,63.04524887,67.64705882,33.47511312
d155.jpg,3,65.23774689,4.74151816,44.45652174,45.56832298,32.83229814
d16.jpg,3,64.83464831,4.117390993,49.37267081,50.86335404,32.36335404
d164.jpg,3,66.48148148,4.833333333,65.88405797,68.42028986,44.94202899
d169.jpg,3,69.73898858,4.044749683,75.46666667,79.88888889,52.64444444
d19.jpg,3,64.70283207,4.132745428,55.8875969,57.41085271,37.97674419
d23.jpg,3,64.65173517,3.738929237,62.14044944,63.91011236,41.08426966
d29.jpg,3,69.0268886,2.936362073,57.03608247,60.67010309,36.51546392
d33.jpg,3,69.24752199,6.113424672,57.08074534,60.50931677,38.26397516
d38.jpg,3,72.1886121,4.444444444,103.9594595,113.2162162,67.64864865
d44.jpg,3,74.74824039,4.503085362,68.98550725,75.56521739,48.79710145
d49.jpg,3,73.96572827,4.771711514,73.12318841,81.39130435,45.86956522
d53.jpg,3,67.02968351,5.734883511,72.29896907,75.37113402,49.14948454
d58.jpg,3,70.40052528,5.428571429,113.6190476,119.9047619,83.64285714
d63.jpg,3,72.75269676,7.336699564,81.54054054,88.72972973,54.90540541
d68.jpg,3,65.7745905,6.417207769,56.23293173,58.60441767,33.96385542
d73.jpg,3,70.91666667,8.009993758,122.3888889,129.6666667,89.66666667
d78.jpg,3,66.21586781,5.111111111,35.67846154,37.03846154,23.91076923
d82.jpg,3,69.19063545,3.859787453,49.03370787,51.60674157,34.80898876
d88.jpg,3,98.80733945,7.2,155.1111111,178.6111111,142.2777778
d92.jpg,3,107.99512,7.735420783,96,142.8333333,84.28571429
d97.jpg,3,83.94220082,5.782049703,90.68918919,105.2432432,68.77027027
d7.jpg,3,69.76498237,5.5,120.58,126.12,92.08
l103.jpg,4,42.77557494,7.50416551,99.08,91.84,73.86
l108.jpg,4,49.48950505,7.858441451,75.98876404,72.19101124,54.30898876
l112.jpg,4,51.35648399,6.153846154,77.85507246,74.00724638,51.14492754
l117.jpg,4,43.0875576,7.450517035,113.047619,104.3095238,82.04761905
l129.jpg,4,52.42464836,6.648308055,98.01111111,93.82222222,64.83333333
l133.jpg,4,49.22097465,7.062332703,70.76551724,65.4137931,40.97586207
l138.jpg,4,52.25158916,6.568142498,81.52631579,78.14035088,55.30701754
l142.jpg,4,48.14614344,9.666666667,120.047619,113.0952381,84.85714286
l151.jpg,4,51.29161119,8.514693183,85.99275362,82.04347826,58.7826087
l156.jpg,4,46.64490862,8.339997335,78.32608696,73.38405797,56.12318841
l160.jpg,4,55.02452073,8.290638931,153.1428571,148.7142857,99.73809524
l167.jpg,4,48.69155491,7.645016742,79.76315789,75.20175439,55.56140351
l172.jpg,4,49.32843652,7.60504666,68.34269663,64.53370787,46.92696629
l19.jpg,4,62.84210526,8.409518417,144.0555556,145.0555556,123.9444444
l24.jpg,4,54.57905544,8.285714286,102.547619,100.452381,79.35714286
l29.jpg,4,51.82044888,8.782084035,68.07798165,65.06880734,46.00458716
l33.jpg,4,44.3985056,5.177807314,48.14341085,44.09689922,32.58139535
l38.jpg,4,48.47706422,8.234225473,80.74324324,76.5,58.64864865
l42.jpg,4,67.03614458,7.007932014,103.7380952,107.2142857,77.57142857
l47.jpg,4,61.64433618,7.584910296,100.1486486,100.7567568,78.56756757
l51.jpg,4,56.7618802,5.741764876,68.6846473,66.94813278,36.50829876
l56.jpg,4,48.32768587,7.57277616,77.9494382,72.46629213,49.76404494
l60.jpg,4,51.88715953,8.329931278,118.3333333,115.0238095,93.85714286
l65.jpg,4,49.93670886,6,99.64285714,94.5952381,69.54761905
l7.jpg,4,55.69444444,8.003905297,116.48,113.38,73.28
l74.jpg,4,47.28691477,7.148569145,132.3095238,123.9047619,92.64285714
l8.jpg,4,54.31372549,6.873136111,93.97777778,91.07777778,63.37777778
l84.jpg,4,44.73857748,7.45676242,118.5614035,104.3508772,62.69298246
l89.jpg,4,48.02158273,9,111.44,104.78,78.08
l93.jpg,4,42.74878444,6.577636819,158,136.8809524,84.54761905
l98.jpg,4,63.85964912,10.51189802,134.6666667,135.8888889,116.8888889
